## structure_ID, 8_pattern_parameters, symmetric_structure_ID
244, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (126.5696, 140.0))
245, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (177.1975, 60.0))
246, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (177.1975, 100.0))
247, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 100.0), (177.1975, 140.0))
248, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (0.0, 0.0))
249, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (25.3139, 60.0))
250, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (25.3139, 100.0))
251, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (25.3139, 140.0))
252, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (75.9418, 60.0))
253, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (75.9418, 100.0))
254, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (75.9418, 140.0))
255, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (126.5696, 60.0))
256, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (126.5696, 100.0))
257, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (126.5696, 140.0))
258, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (177.1975, 60.0))
259, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (177.1975, 100.0))
260, ((0.0, 0.0), (25.3139, 60.0), (75.9418, 140.0), (177.1975, 140.0))
261, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (0.0, 0.0))
262, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (25.3139, 60.0))
263, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (25.3139, 100.0))
264, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (25.3139, 140.0))
265, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (75.9418, 60.0))
266, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (75.9418, 100.0))
267, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (75.9418, 140.0))
